NDO_No,Shrt_Desc,Cholestrl_(mg),Protein_(g),Energ_Kcal,Water_(g)
18262,English muffins raisin-cinnamon (includes apple-cinnamon),0.0,7.91,240.0,40.6
18263,English muffins raisin-cinnamon toasted (includes apple-cinnamon),0.0,8.87,276.0,32.07
18264,English muffins wheat,0.0,8.7,223.0,42.3
18265,English muffins wheat toasted,0.0,9.4,243.0,37.2
28320,English muffins whole grain white,0.0,7.02,245.0,39.48
18266,English muffins whole-wheat,0.0,8.8,203.0,45.7
18267,English muffins whole-wheat toasted,0.0,9.6,221.0,41.0
11984,Epazote raw,0.0,0.33,32.0,89.21
11618,Eppaw raw,0.0,4.6,150.0,60.0
11214,Escarole cooked boiled drained no salt added,0.0,1.15,19.0,94.29
16138,Falafel home-prepared,0.0,13.31,333.0,34.62
28027,FAMOUS AMOS Chocolate Chip Cookies,8.0,4.5,503.0,2.5
28028,FAMOUS AMOS Chocolate Chip Pecan Cookies,7.0,5.8,519.0,2.5
28261,FAMOUS AMOS Chocolate Sandwich Creme Cookies,0.0,4.3,474.0,2.0
28262,FAMOUS AMOS Vanilla Sandwich Creme Cookies,0.0,4.9,485.0,2.0
21142,Fast food biscuit,2.0,7.08,370.0,27.88
21299,"Fast Food Pizza Chain 14"" pizza cheese topping regular crust",17.0,11.39,266.0,43.17
21511,"Fast Food Pizza Chain 14"" pizza cheese topping stuffed crust",30.0,12.23,274.0,43.37
21300,"Fast Food Pizza Chain 14"" pizza cheese topping thick crust",17.0,10.81,271.0,43.05
21301,"Fast Food Pizza Chain 14"" pizza cheese topping thin crust",28.0,12.85,302.0,38.92
21304,"Fast Food Pizza Chain 14"" pizza meat and vegetable topping regular crust",27.0,11.02,244.0,50.4
21302,"Fast Food Pizza Chain 14"" pizza pepperoni topping regular crust",25.0,11.74,282.0,41.77
21303,"Fast Food Pizza Chain 14"" pizza pepperoni topping thick crust",24.0,11.49,287.0,41.53
21485,"Fast Food Pizza Chain 14"" pizza pepperoni topping thin crust",37.0,14.01,331.0,36.05
21484,"Fast Food Pizza Chain 14"" pizza sausage topping regular crust",23.0,11.5,280.0,43.06
21482,"Fast Food Pizza Chain 14"" pizza sausage topping thick crust",23.0,11.06,282.0,43.22
21483,"Fast Food Pizza Chain 14"" pizza sausage topping thin crust",36.0,13.36,321.0,38.83
21411,Fast foods bagel with breakfast steak egg cheese and condiments,130.0,15.95,282.0,44.9
21410,Fast foods bagel with egg sausage patty cheese and condiments,133.0,12.98,295.0,45.17
21006,Fast foods biscuit with egg and steak,184.0,12.12,277.0,52.51
21010,Fast foods biscuit with crispy chicken fillet,24.0,11.93,300.0,39.4
21002,Fast foods biscuit with egg,180.0,8.53,274.0,50.06
21003,Fast foods biscuit with egg and bacon,235.0,11.33,305.0,46.67
21004,Fast foods biscuit with egg and ham,156.0,10.64,233.0,56.6
21005,Fast Foods biscuit with egg and sausage,161.0,11.13,312.0,44.48
21007,Fast foods biscuit with egg cheese and bacon,166.0,12.01,301.0,42.99
21008,Fast foods biscuit with ham,22.0,11.85,342.0,28.4
21009,Fast foods biscuit with sausage,28.0,9.67,371.0,32.82
21520,Fast foods breadstick soft prepared with garlic and parmesan cheese,7.0,12.2,343.0,28.38
21519,Fast foods breakfast burrito with egg cheese and sausage,137.0,11.1,277.0,47.55
21060,Fast foods burrito with beans,2.0,6.48,206.0,52.53
21063,Fast foods burrito with beans and beef,26.0,11.52,191.0,60.0
21061,Fast foods burrito with beans and cheese,5.0,7.35,205.0,53.17
21064,Fast foods burrito with beans cheese and beef,12.0,7.03,180.0,60.9
21094,Fast foods cheeseburger double regular patty and bun with condiments,50.0,16.24,282.0,47.16
21100,Fast foods cheeseburger double large patty with condiments and vegetables,55.0,14.72,273.0,51.09
21396,Fast foods cheeseburger double large patty with condiments,57.0,16.96,272.0,50.34
21399,Fast Foods cheeseburger double large patty with condiments vegetables and mayonnaise,49.0,15.5,253.0,54.56
21093,Fast foods cheeseburger double regular patty with condiments and vegetables,36.0,12.8,251.0,51.2
21400,Fast foods cheeseburger double regular patty double decker bun with condiments and special sauce,36.0,11.94,261.0,50.54
21092,Fast foods cheeseburger double regular patty plain,55.0,17.16,308.0,42.17
21395,Fast foods cheeseburger double regular patty with condiments,50.0,16.24,282.0,47.16
21095,Fast foods cheeseburger double regular patty and bun with condiments and vegetables,41.0,13.04,285.0,46.56
21096,Fast foods cheeseburger single large patty plain,51.0,17.29,310.0,40.67
21398,Fast foods cheeseburger single large patty with condiments,48.0,15.21,269.0,48.36
21097,Fast foods cheeseburger single large patty with condiments and bacon,50.0,15.78,282.0,46.85
21098,Fast foods cheeseburger single large patty with condiments and vegetables,34.0,11.59,206.0,59.55
21099,Fast foods cheeseburger single large patty with condiments vegetables and ham,48.0,15.55,286.0,50.05
21397,Fast foods cheeseburger single large patty with condiments vegetables and mayonnaise,51.0,13.69,268.0,50.92
21090,Fast foods cheeseburger single regular patty with condiments,39.0,13.49,270.0,45.78
21091,Fast foods cheeseburger single regular patty with condiments and vegetables,36.0,13.06,254.0,48.06
21089,Fast foods cheeseburger single regular patty plain,43.0,16.51,308.0,38.63
21101,Fast foods cheeseburger triple regular patty plain,63.0,18.2,310.0,43.93
21102,Fast foods chicken fillet sandwich plain with pickles,35.0,16.28,250.0,48.94
21401,Fast foods chicken tenders,48.0,19.22,271.0,46.64
21229,Fast foods chicken breaded and fried boneless pieces plain,55.0,15.92,307.0,46.53
21127,Fast foods coleslaw,4.0,0.95,153.0,73.42
21230,Fast Foods crispy chicken filet sandwich with lettuce and mayonnaise,29.0,10.94,276.0,45.84
21517,Fast foods crispy chicken in tortilla with lettuce cheese and ranch sauce,29.0,11.48,275.0,47.88
21462,Fast foods crispy chicken bacon and tomato club sandwich with cheese lettuce and mayonnaise,38.0,15.38,257.0,48.02
21011,Fast foods croissant with egg and cheese,170.0,10.07,304.0,45.47
21012,Fast foods croissant with egg cheese and bacon,167.0,12.58,312.0,43.92
21013,Fast foods croissant with egg cheese and ham,140.0,12.45,261.0,51.14
21014,Fast foods croissant with egg cheese and sausage,123.0,12.09,308.0,48.1
21018,Fast foods egg scrambled,426.0,13.84,212.0,66.7
21020,Fast foods english muffin with cheese and sausage,43.0,13.28,338.0,37.93
21021,Fast foods english muffin with egg cheese and canadian bacon,168.0,13.64,228.0,52.58
21022,Fast foods english muffin with egg cheese and sausage,163.0,13.38,286.0,48.82
21105,Fast foods fish sandwich with tartar sauce,35.0,10.29,257.0,48.44
21106,Fast foods fish sandwich with tartar sauce and cheese,37.0,11.26,279.0,45.76
21024,Fast foods french toast sticks,0.0,6.0,340.0,33.57
21023,Fast foods french toast with butter,86.0,7.66,264.0,50.72
21469,Fast Foods Fried Chicken Breast meat and skin and breading,92.0,23.51,230.0,55.45
21464,Fast Foods Fried Chicken Breast meat only skin and breading removed,97.0,27.93,153.0,65.61
21470,Fast Foods Fried Chicken Drumstick meat and skin with breading,111.0,21.13,267.0,51.92
21465,Fast Foods Fried Chicken Drumstick meat only skin and breading removed,133.0,26.24,172.0,64.24
21471,Fast Foods Fried Chicken Thigh meat and skin and breading,106.0,19.23,274.0,51.37
21466,Fast Foods Fried Chicken Thigh meat only skin and breading removed,125.0,23.21,178.0,64.96
21472,Fast Foods Fried Chicken Wing meat and skin and breading,114.0,21.14,310.0,44.57
21467,Fast Foods Fried Chicken Wing meat only skin and breading removed,148.0,28.77,215.0,56.16
21307,Fast foods griddle cake sandwich egg cheese and bacon,147.0,12.03,272.0,45.85
21305,Fast foods griddle cake sandwich egg cheese and sausage,132.0,10.77,291.0,47.03
21306,Fast foods griddle cake sandwich sausage,24.0,8.41,318.0,40.11
21490,Fast Foods grilled chicken filet sandwich with lettuce tomato and spread,40.0,17.34,182.0,60.44
21518,Fast foods grilled chicken in tortilla with lettuce cheese and ranch sauce,41.0,13.77,222.0,55.17
21461,Fast foods grilled chicken bacon and tomato club sandwich with cheese lettuce and mayonnaise,46.0,17.19,220.0,52.52
21202,Fast foods hamburger large single patty with condiments,40.0,15.68,256.0,48.81
21115,Fast foods hamburger large triple patty with condiments,55.0,19.3,267.0,52.37
21114,Fast foods hamburger double large patty with condiments and vegetables,54.0,15.17,239.0,53.74
21389,Fast foods hamburger double large patty with condiments vegetables and mayonnaise,46.0,13.94,252.0,55.29
21111,Fast foods hamburger double regular patty with condiments,48.0,14.8,268.0,50.51
21110,Fast foods hamburger double regular patty plain,47.0,17.08,295.0,42.67
21112,Fast foods hamburger single large patty plain,52.0,16.51,311.0,42.1
21113,Fast foods hamburger single large patty with condiments and vegetables,40.0,11.85,235.0,55.7
21390,Fast foods hamburger single large patty with condiments vegetables and mayonnaise,33.0,11.34,226.0,57.52
21393,Fast foods hamburger single regular patty double decker bun with condiments and special sauce,32.0,12.17,259.0,50.3
21107,Fast foods hamburger single regular patty plain,33.0,16.52,297.0,38.45
21108,Fast foods hamburger single regular patty with condiments,29.0,13.3,263.0,44.82
21109,Fast foods hamburger single regular patty with condiments and vegetables,24.0,11.74,254.0,49.41
21118,Fast foods hotdog plain,45.0,10.6,247.0,53.96
21119,Fast foods hotdog with chili,45.0,11.85,260.0,47.8
21120,Fast foods hotdog with corn flour coating (corndog),45.0,9.6,263.0,46.7
21129,Fast foods hush puppies,0.0,6.16,296.0,36.58
21388,Fast foods miniature cinnamon rolls,21.0,7.02,403.0,19.62
21078,Fast foods nachos with cheese,3.0,4.32,343.0,37.4
21080,Fast foods nachos with cheese beans ground beef and tomatoes,14.0,6.21,219.0,58.15
21130,Fast foods onion rings breaded and fried,0.0,3.86,411.0,24.52
21138,Fast foods potato french fried in vegetable oil,0.0,3.43,312.0,38.55
21139,Fast foods potato mashed,0.0,1.65,89.0,79.62
21026,Fast foods potatoes hash browns round pieces or patty,0.0,2.58,272.0,49.27
21488,Fast foods quesadilla with chicken,37.0,15.05,294.0,42.62
21121,Fast foods roast beef sandwich plain,30.0,15.17,244.0,49.91
21059,Fast foods shrimp breaded and fried,58.0,7.84,308.0,42.15
21521,Fast foods strawberry banana smoothie made with ice and low-fat yogurt,1.0,0.86,65.0,83.61
21162,Fast foods submarine sandwich bacon lettuce and tomato on white bread,13.0,10.06,205.0,55.03
21124,Fast foods submarine sandwich cold cut on white bread with lettuce and tomato,27.0,10.52,213.0,56.51
21156,Fast foods submarine sandwich ham on white bread with lettuce and tomato,12.0,9.12,151.0,63.26
21158,Fast foods submarine sandwich meatball marinara on white bread,15.0,9.77,219.0,53.59
21154,Fast foods submarine sandwich oven roasted chicken on white bread with lettuce and tomato,23.0,10.84,157.0,63.15
21125,Fast foods submarine sandwich roast beef on white bread with lettuce and tomato,18.0,12.17,156.0,63.08
21160,Fast foods submarine sandwich steak and cheese on white bread with cheese lettuce and tomato,24.0,12.29,183.0,58.88
21151,Fast foods submarine sandwich sweet onion chicken teriyaki on white bread with lettuce tomato and sweet onion sauce,22.0,10.91,155.0,62.4
21126,Fast foods submarine sandwich tuna on white bread with lettuce and tomato,28.0,12.33,218.0,58.17
21155,Fast foods submarine sandwich turkey breast on white bread with lettuce and tomato,10.0,9.12,147.0,64.33
21153,Fast foods submarine sandwich turkey roast beef and ham on white bread with lettuce and tomato,16.0,10.66,146.0,64.7
21032,Fast foods sundae caramel,16.0,4.71,196.0,56.5
21033,Fast foods sundae hot fudge,13.0,3.57,180.0,59.7
21034,Fast foods sundae strawberry,14.0,4.09,175.0,60.9
21083,Fast foods taco salad,22.0,6.68,141.0,72.35
21082,Fast foods taco with beef cheese and lettuce hard shell,28.0,8.86,226.0,57.02
21486,Fast foods taco with beef cheese and lettuce soft,25.0,9.25,206.0,58.78
21487,Fast foods taco with chicken lettuce and cheese soft,29.0,13.3,189.0,58.42
21028,Fast foods vanilla light soft-serve ice cream with cone,15.0,4.24,163.0,63.64
01243,Fat free ice cream no sugar added flavors other than chocolate,0.0,4.41,129.0,65.52
04001,Fat beef tallow,109.0,0.0,902.0,--
04542,Fat chicken,85.0,0.0,900.0,0.2
04574,Fat duck,100.0,0.0,882.0,0.2
04576,Fat goose,100.0,0.0,900.0,0.2
04520,Fat mutton tallow,102.0,0.0,902.0,--
04575,Fat turkey,102.0,0.0,900.0,0.2
09334,Feijoa raw,0.0,0.71,61.0,83.28
11957,Fennel bulb raw,0.0,1.24,31.0,90.21
09093,Figs canned extra heavy syrup pack solids and liquids,0.0,0.38,107.0,71.39
09092,Figs canned heavy syrup pack solids and liquids,0.0,0.38,88.0,76.33
09091,Figs canned light syrup pack solids and liquids,0.0,0.39,69.0,81.26
09090,Figs canned water pack solids and liquids,0.0,0.4,53.0,85.21
09095,Figs dried stewed,0.0,1.42,107.0,69.8
09094,Figs dried uncooked,0.0,3.3,249.0,30.05
09089,Figs raw,0.0,0.75,74.0,79.11
11985,Fireweed leaves raw,0.0,4.71,103.0,70.78
06963,Fish broth,0.0,2.0,16.0,96.0
04589,Fish oil cod liver,570.0,0.0,902.0,--
04590,Fish oil herring,766.0,0.0,902.0,--
04591,Fish oil menhaden,521.0,0.0,902.0,--
04592,Fish oil menhaden fully hydrogenated,500.0,0.0,902.0,--
04593,Fish oil salmon,485.0,0.0,902.0,--
04594,Fish oil sardine,710.0,0.0,902.0,--
15002,Fish anchovy european canned in oil drained solids,85.0,28.89,210.0,50.3
15001,Fish anchovy european raw,60.0,20.35,131.0,73.37
15003,Fish bass fresh water mixed species raw,68.0,18.86,114.0,75.66
15187,Fish bass freshwater mixed species cooked dry heat,87.0,24.18,146.0,68.79
15188,Fish bass striped cooked dry heat,103.0,22.73,124.0,73.36
15004,Fish bass striped raw,80.0,17.73,97.0,79.22
15189,Fish bluefish cooked dry heat,76.0,25.69,159.0,62.64
15005,Fish bluefish raw,59.0,20.04,124.0,70.86
15190,Fish burbot cooked dry heat,77.0,24.76,115.0,73.41
15006,Fish burbot raw,60.0,19.31,90.0,79.26
15191,Fish butterfish cooked dry heat,83.0,22.15,187.0,66.83
15007,Fish butterfish raw,65.0,17.28,146.0,74.13
15009,Fish carp cooked dry heat,84.0,22.86,162.0,69.63
15008,Fish carp raw,66.0,17.83,127.0,76.31
15011,Fish catfish channel cooked breaded and fried,71.0,18.09,229.0,58.81
15235,Fish catfish channel farmed cooked dry heat,66.0,18.44,144.0,74.65
15234,Fish catfish channel farmed raw,55.0,15.23,119.0,79.06
15233,Fish catfish channel wild cooked dry heat,72.0,18.47,105.0,77.67
15010,Fish catfish channel wild raw,58.0,16.38,95.0,80.36
15012,Fish caviar black and red granular,588.0,24.6,264.0,47.5
15013,Fish cisco raw,50.0,18.99,98.0,78.93
15014,Fish cisco smoked,32.0,16.36,177.0,69.8
15017,Fish cod Atlantic canned solids and liquid,55.0,22.76,105.0,75.61
15016,Fish cod Atlantic cooked dry heat,55.0,22.83,105.0,75.92
15018,Fish cod Atlantic dried and salted,152.0,62.82,290.0,16.14
15015,Fish cod Atlantic raw,43.0,17.81,82.0,81.22
15269,Fish cod Pacific cooked (not previously frozen),61.0,20.42,84.0,78.37
15192,Fish cod Pacific cooked dry heat (may have been previously frozen),57.0,18.73,85.0,80.31
15019,Fish cod Pacific raw (may have been previously frozen),47.0,15.27,69.0,83.95
15268,Fish cod Pacific raw (not previously frozen),46.0,17.54,72.0,81.86
15021,Fish croaker Atlantic cooked breaded and fried,84.0,18.2,221.0,59.76
15020,Fish croaker Atlantic raw,61.0,17.78,104.0,78.03
15193,Fish cusk cooked dry heat,53.0,24.35,112.0,69.68
15022,Fish cusk raw,41.0,18.99,87.0,76.35
15195,Fish drum freshwater cooked dry heat,82.0,22.49,153.0,70.94
15024,Fish drum freshwater raw,64.0,17.54,119.0,77.33
15026,Fish eel mixed species cooked dry heat,161.0,23.65,236.0,59.31
15025,Fish eel mixed species raw,126.0,18.44,184.0,68.26
15027,Fish fish sticks frozen prepared,28.0,11.01,277.0,49.5
15029,Fish flatfish (flounder and sole species) cooked dry heat,56.0,15.24,86.0,81.11
15028,Fish flatfish (flounder and sole species) raw,45.0,12.41,70.0,84.63
15030,Fish gefiltefish commercial sweet recipe,30.0,9.07,84.0,80.35
15032,Fish grouper mixed species cooked dry heat,47.0,24.84,118.0,73.36
15031,Fish grouper mixed species raw,37.0,19.38,92.0,79.22
15034,Fish haddock cooked dry heat,66.0,19.99,90.0,79.65
15033,Fish haddock raw,54.0,16.32,74.0,83.38
15035,Fish haddock smoked,77.0,25.23,116.0,71.48
15037,Fish halibut Atlantic and Pacific cooked dry heat,60.0,22.54,111.0,76.12
15036,Fish halibut Atlantic and Pacific raw,49.0,18.56,91.0,80.34
15196,Fish halibut greenland cooked dry heat,59.0,18.42,239.0,61.88
15038,Fish halibut Greenland raw,46.0,14.37,186.0,70.27
15040,Fish herring Atlantic cooked dry heat,77.0,23.03,203.0,64.16
15042,Fish herring Atlantic kippered,82.0,24.58,217.0,59.7
15041,Fish herring Atlantic pickled,13.0,14.19,262.0,55.22
15039,Fish herring Atlantic raw,60.0,17.96,158.0,72.05
15197,Fish herring Pacific cooked dry heat,99.0,21.01,250.0,63.49
15043,Fish herring Pacific raw,77.0,16.39,195.0,71.52
15198,Fish ling cooked dry heat,51.0,24.35,111.0,73.88
15044,Fish ling raw,40.0,18.99,87.0,79.63
15199,Fish lingcod cooked dry heat,67.0,22.64,109.0,75.68
15045,Fish lingcod raw,52.0,17.66,85.0,81.03
15047,Fish mackerel Atlantic cooked dry heat,75.0,23.85,262.0,53.27
15046,Fish mackerel Atlantic raw,70.0,18.6,205.0,63.55
15048,Fish mackerel jack canned drained solids,79.0,23.19,156.0,69.17
15200,Fish mackerel king cooked dry heat,68.0,26.0,134.0,69.04
15049,Fish mackerel king raw,53.0,20.28,105.0,75.85
15201,Fish mackerel Pacific and jack mixed species cooked dry heat,60.0,25.73,201.0,61.73
15050,Fish mackerel Pacific and jack mixed species raw,47.0,20.07,158.0,70.15
83110,Fish mackerel salted,95.0,18.5,305.0,43.0
15052,Fish mackerel spanish cooked dry heat,73.0,23.59,158.0,68.46
15051,Fish mackerel spanish raw,76.0,19.29,139.0,71.67
15194,Fish mahimahi cooked dry heat,94.0,23.72,109.0,71.22
15023,Fish mahimahi raw,73.0,18.5,85.0,77.55
15202,Fish milkfish cooked dry heat,67.0,26.32,190.0,62.63
15053,Fish milkfish raw,52.0,20.53,148.0,70.85
15203,Fish monkfish cooked dry heat,32.0,18.56,97.0,78.51
15054,Fish monkfish raw,25.0,14.48,76.0,83.24
15056,Fish mullet striped cooked dry heat,63.0,24.81,150.0,70.52
15055,Fish mullet striped raw,49.0,19.35,117.0,77.01
15058,Fish ocean perch Atlantic cooked dry heat,63.0,18.51,96.0,74.24
15057,Fish ocean perch Atlantic raw,52.0,15.31,79.0,83.07
15061,Fish perch mixed species cooked dry heat,115.0,24.86,117.0,73.25
15060,Fish perch mixed species raw,90.0,19.39,91.0,79.13
15063,Fish pike northern cooked dry heat,50.0,24.69,113.0,72.97
15062,Fish pike northern raw,39.0,19.26,88.0,78.92
15204,Fish pike walleye cooked dry heat,110.0,24.54,119.0,73.47
15064,Fish pike walleye raw,86.0,19.14,93.0,79.31
15267,Fish pollock Alaska cooked (not previously frozen),74.0,19.42,80.0,79.34
15067,Fish pollock Alaska cooked dry heat (may have been previously frozen),86.0,23.48,111.0,73.65
15066,Fish pollock Alaska raw (may have been previously frozen),46.0,12.19,56.0,86.75
15266,Fish pollock Alaska raw (not previously frozen),61.0,17.17,70.0,81.99
15205,Fish pollock Atlantic cooked dry heat,91.0,24.92,118.0,72.03
15065,Fish pollock Atlantic raw,71.0,19.44,92.0,78.18
15069,Fish pompano florida cooked dry heat,64.0,23.69,211.0,62.97
15068,Fish pompano florida raw,50.0,18.48,164.0,71.12
15206,Fish pout ocean cooked dry heat,67.0,21.33,102.0,76.1
15059,Fish pout ocean raw,52.0,16.64,79.0,81.36
15071,Fish rockfish Pacific mixed species cooked dry heat,61.0,22.23,109.0,74.67
15070,Fish rockfish Pacific mixed species raw,50.0,18.36,90.0,79.08
15207,Fish roe mixed species cooked dry heat,479.0,28.62,204.0,58.63
15072,Fish roe mixed species raw,374.0,22.32,143.0,67.73
